mjd,mag,magerr
0.0,0.0,0.05
1.0,0.0,0.05
2.0,1.0,0.05
3.0,4.0,0.05
4.0,5.0,0.05
5.0,8.0,0.05
6.0,8.0,0.05
7.0,9.0,0.05
8.0,9.0,0.05
9.0,10.0,0.05
10.0,15.0,0.05
11.0,17.0,0.05
12.0,18.0,0.05
13.0,24.0,0.05
14.0,28.0,0.05
15.0,28.0,0.05
16.0,30.0,0.05
17.0,41.0,0.05
18.0,43.0,0.05
19.0,47.0,0.05
20.0,51.0,0.05
21.0,54.0,0.05
22.0,58.0,0.05
23.0,58.0,0.05
24.0,66.0,0.05
25.0,78.0,0.05
26.0,80.0,0.05
27.0,82.0,0.05
28.0,83.0,0.05
29.0,84.0,0.05
30.0,86.0,0.05
31.0,94.0,0.05
32.0,96.0,0.05
33.0,106.0,0.05
34.0,110.0,0.05
35.0,115.0,0.05
36.0,115.0,0.05
37.0,117.0,0.05
38.0,127.0,0.05
39.0,135.0,0.05
40.0,144.0,0.05
41.0,147.0,0.05
42.0,150.0,0.05
43.0,151.0,0.05
44.0,154.0,0.05
45.0,158.0,0.05
46.0,172.0,0.05
47.0,176.0,0.05
48.0,176.0,0.05
49.0,187.0,0.05
50.0,187.0,0.05
51.0,187.0,0.05
52.0,195.0,0.05
53.0,209.0,0.05
54.0,217.0,0.05
55.0,219.0,0.05
56.0,220.0,0.05
57.0,221.0,0.05
58.0,223.0,0.05
59.0,228.0,0.05
60.0,241.0,0.05
61.0,247.0,0.05
62.0,255.0,0.05
63.0,256.0,0.05
64.0,259.0,0.05
65.0,260.0,0.05
66.0,266.0,0.05
67.0,277.0,0.05
68.0,278.0,0.05
69.0,281.0,0.05
70.0,285.0,0.05
71.0,285.0,0.05
72.0,285.0,0.05
73.0,306.0,0.05
74.0,315.0,0.05
75.0,315.0,0.05
76.0,327.0,0.05
77.0,332.0,0.05
78.0,334.0,0.05
79.0,335.0,0.05
80.0,336.0,0.05
81.0,346.0,0.05
82.0,353.0,0.05
83.0,359.0,0.05
84.0,360.0,0.05
85.0,362.0,0.05
86.0,363.0,0.05
87.0,373.0,0.05
88.0,378.0,0.05
89.0,386.0,0.05
90.0,390.0,0.05
91.0,394.0,0.05
92.0,395.0,0.05
93.0,397.0,0.05
94.0,400.0,0.05
95.0,408.0,0.05
96.0,417.0,0.05
97.0,419.0,0.05
98.0,423.0,0.05
99.0,426.0,0.05
100.0,430.0,0.05
101.0,432.0,0.05
102.0,436.0,0.05
103.0,445.0,0.05
104.0,454.0,0.05
105.0,457.0,0.05
106.0,459.0,0.05
107.0,461.0,0.05
108.0,465.0,0.05
109.0,479.0,0.05
110.0,486.0,0.05
111.0,490.0,0.05
112.0,495.0,0.05
113.0,499.0,0.05
114.0,504.0,0.05
115.0,509.0,0.05
116.0,520.0,0.05
117.0,525.0,0.05
118.0,527.0,0.05
119.0,530.0,0.05
