mjd,mag,magerr
0.0,0.0,0.05
1.0,1.0,0.05
2.0,2.0,0.05
3.0,2.0,0.05
4.0,6.0,0.05
5.0,7.0,0.05
6.0,8.0,0.05
7.0,9.0,0.05
8.0,15.0,0.05
9.0,16.0,0.05
10.0,15.0,0.05
11.0,19.0,0.05
12.0,19.0,0.05
13.0,22.0,0.05
14.0,24.0,0.05
15.0,25.0,0.05
16.0,27.0,0.05
17.0,27.0,0.05
18.0,28.0,0.05
19.0,27.0,0.05
20.0,34.0,0.05
21.0,36.0,0.05
22.0,38.0,0.05
23.0,40.0,0.05
24.0,35.0,0.05
25.0,35.0,0.05
26.0,32.0,0.05
27.0,33.0,0.05
28.0,32.0,0.05
29.0,31.0,0.05
30.0,29.0,0.05
31.0,29.0,0.05
32.0,29.0,0.05
33.0,29.0,0.05
34.0,31.0,0.05
35.0,36.0,0.05
36.0,37.0,0.05
37.0,40.0,0.05
38.0,44.0,0.05
39.0,40.0,0.05
40.0,39.0,0.05
41.0,43.0,0.05
42.0,53.0,0.05
43.0,57.0,0.05
44.0,63.0,0.05
45.0,67.0,0.05
46.0,71.0,0.05
47.0,74.0,0.05
48.0,84.0,0.05
49.0,85.0,0.05
50.0,79.0,0.05
51.0,84.0,0.05
52.0,89.0,0.05
53.0,97.0,0.05
54.0,108.0,0.05
55.0,115.0,0.05
56.0,118.0,0.05
57.0,125.0,0.05
58.0,129.0,0.05
59.0,139.0,0.05
60.0,133.0,0.05
61.0,142.0,0.05
62.0,145.0,0.05
63.0,142.0,0.05
64.0,152.0,0.05
65.0,158.0,0.05
66.0,161.0,0.05
67.0,170.0,0.05
68.0,178.0,0.05
69.0,186.0,0.05
70.0,193.0,0.05
71.0,200.0,0.05
72.0,213.0,0.05
73.0,223.0,0.05
74.0,232.0,0.05
75.0,242.0,0.05
76.0,248.0,0.05
77.0,257.0,0.05
78.0,260.0,0.05
79.0,277.0,0.05
80.0,280.0,0.05
81.0,307.0,0.05
82.0,315.0,0.05
83.0,321.0,0.05
84.0,332.0,0.05
85.0,341.0,0.05
86.0,356.0,0.05
87.0,363.0,0.05
88.0,374.0,0.05
89.0,386.0,0.05
90.0,395.0,0.05
91.0,412.0,0.05
92.0,430.0,0.05
93.0,447.0,0.05
94.0,459.0,0.05
95.0,472.0,0.05
96.0,476.0,0.05
97.0,491.0,0.05
98.0,504.0,0.05
99.0,527.0,0.05
100.0,542.0,0.05
101.0,555.0,0.05
102.0,581.0,0.05
103.0,591.0,0.05
104.0,610.0,0.05
105.0,630.0,0.05
106.0,649.0,0.05
107.0,662.0,0.05
108.0,677.0,0.05
109.0,684.0,0.05
110.0,711.0,0.05
111.0,733.0,0.05
112.0,746.0,0.05
113.0,763.0,0.05
114.0,773.0,0.05
115.0,801.0,0.05
116.0,812.0,0.05
117.0,826.0,0.05
118.0,840.0,0.05
119.0,858.0,0.05
120.0,874.0,0.05
121.0,886.0,0.05
122.0,902.0,0.05
123.0,912.0,0.05
124.0,925.0,0.05
125.0,939.0,0.05
126.0,948.0,0.05
127.0,960.0,0.05
128.0,973.0,0.05
129.0,981.0,0.05
130.0,988.0,0.05
131.0,1009.0,0.05
132.0,1024.0,0.05
133.0,1038.0,0.05
134.0,1057.0,0.05
135.0,1069.0,0.05
136.0,1082.0,0.05
137.0,1085.0,0.05
138.0,1096.0,0.05
139.0,1107.0,0.05
140.0,1116.0,0.05
141.0,1116.0,0.05
142.0,1116.0,0.05
143.0,1116.0,0.05
144.0,1158.0,0.05
145.0,1165.0,0.05
146.0,1175.0,0.05
147.0,1189.0,0.05
148.0,1194.0,0.05
149.0,1217.0,0.05
150.0,1217.0,0.05
151.0,1229.0,0.05
152.0,1244.0,0.05
153.0,1252.0,0.05
154.0,1264.0,0.05
155.0,1277.0,0.05
156.0,1289.0,0.05
157.0,1297.0,0.05
158.0,1311.0,0.05
159.0,1318.0,0.05
160.0,1330.0,0.05
161.0,1340.0,0.05
162.0,1346.0,0.05
163.0,1358.0,0.05
164.0,1364.0,0.05
165.0,1370.0,0.05
166.0,1377.0,0.05
167.0,1387.0,0.05
168.0,1394.0,0.05
169.0,1399.0,0.05
170.0,1402.0,0.05
171.0,1406.0,0.05
172.0,1410.0,0.05
173.0,1419.0,0.05
174.0,1422.0,0.05
175.0,1428.0,0.05
176.0,1435.0,0.05
177.0,1440.0,0.05
178.0,1446.0,0.05
179.0,1448.0,0.05
180.0,1458.0,0.05
181.0,1460.0,0.05
182.0,1472.0,0.05
183.0,1479.0,0.05
184.0,1483.0,0.05
185.0,1491.0,0.05
186.0,1492.0,0.05
187.0,1497.0,0.05
188.0,1503.0,0.05
189.0,1505.0,0.05
190.0,1510.0,0.05
191.0,1515.0,0.05
192.0,1519.0,0.05
193.0,1526.0,0.05
194.0,1530.0,0.05
195.0,1534.0,0.05
196.0,1534.0,0.05
197.0,1537.0,0.05
198.0,1542.0,0.05
199.0,1549.0,0.05
200.0,1550.0,0.05
201.0,1554.0,0.05
202.0,1558.0,0.05
203.0,1559.0,0.05
204.0,1560.0,0.05
205.0,1562.0,0.05
206.0,1565.0,0.05
207.0,1564.0,0.05
208.0,1566.0,0.05
209.0,1570.0,0.05
210.0,1574.0,0.05
211.0,1574.0,0.05
212.0,1574.0,0.05
213.0,1576.0,0.05
214.0,1579.0,0.05
215.0,1583.0,0.05
216.0,1583.0,0.05
217.0,1583.0,0.05
218.0,1584.0,0.05
219.0,1584.0,0.05
220.0,1586.0,0.05
221.0,1585.0,0.05
222.0,1589.0,0.05
223.0,1590.0,0.05
224.0,1591.0,0.05
225.0,1591.0,0.05
226.0,1593.0,0.05
227.0,1594.0,0.05
228.0,1591.0,0.05
229.0,1590.0,0.05
230.0,1588.0,0.05
231.0,1588.0,0.05
232.0,1589.0,0.05
233.0,1589.0,0.05
234.0,1588.0,0.05
235.0,1587.0,0.05
236.0,1587.0,0.05
237.0,1588.0,0.05
