mjd,mag,magerr
0.0,0.0,0.05
1.0,2.0,0.05
2.0,5.0,0.05
3.0,14.0,0.05
4.0,32.0,0.05
5.0,42.0,0.05
6.0,45.0,0.05
7.0,56.0,0.05
8.0,57.0,0.05
9.0,57.0,0.05
10.0,62.0,0.05
11.0,68.0,0.05
12.0,86.0,0.05
13.0,86.0,0.05
14.0,99.0,0.05
15.0,100.0,0.05
16.0,101.0,0.05
17.0,110.0,0.05
18.0,119.0,0.05
19.0,134.0,0.05
20.0,145.0,0.05
21.0,155.0,0.05
22.0,156.0,0.05
23.0,156.0,0.05
24.0,165.0,0.05
25.0,175.0,0.05
26.0,183.0,0.05
27.0,186.0,0.05
28.0,192.0,0.05
29.0,200.0,0.05
30.0,200.0,0.05
31.0,204.0,0.05
32.0,214.0,0.05
33.0,223.0,0.05
34.0,237.0,0.05
35.0,251.0,0.05
36.0,258.0,0.05
37.0,260.0,0.05
38.0,277.0,0.05
39.0,294.0,0.05
40.0,301.0,0.05
41.0,319.0,0.05
42.0,333.0,0.05
43.0,341.0,0.05
44.0,341.0,0.05
45.0,353.0,0.05
46.0,369.0,0.05
47.0,394.0,0.05
48.0,406.0,0.05
49.0,424.0,0.05
50.0,433.0,0.05
51.0,436.0,0.05
52.0,451.0,0.05
53.0,474.0,0.05
54.0,497.0,0.05
55.0,519.0,0.05
56.0,519.0,0.05
57.0,522.0,0.05
58.0,523.0,0.05
59.0,539.0,0.05
60.0,562.0,0.05
61.0,593.0,0.05
62.0,608.0,0.05
63.0,615.0,0.05
64.0,622.0,0.05
65.0,626.0,0.05
66.0,644.0,0.05
67.0,673.0,0.05
68.0,713.0,0.05
69.0,772.0,0.05
70.0,772.0,0.05
71.0,779.0,0.05
72.0,782.0,0.05
73.0,809.0,0.05
74.0,849.0,0.05
75.0,882.0,0.05
76.0,914.0,0.05
77.0,968.0,0.05
78.0,983.0,0.05
79.0,986.0,0.05
80.0,1016.0,0.05
81.0,1057.0,0.05
82.0,1089.0,0.05
83.0,1132.0,0.05
84.0,1169.0,0.05
85.0,1204.0,0.05
86.0,1215.0,0.05
87.0,1251.0,0.05
88.0,1302.0,0.05
89.0,1343.0,0.05
90.0,1387.0,0.05
91.0,1433.0,0.05
92.0,1448.0,0.05
93.0,1455.0,0.05
94.0,1505.0,0.05
95.0,1547.0,0.05
96.0,1601.0,0.05
97.0,1632.0,0.05
98.0,1679.0,0.05
99.0,1697.0,0.05
100.0,1711.0,0.05
101.0,1760.0,0.05
102.0,1798.0,0.05
103.0,1855.0,0.05
104.0,1893.0,0.05
105.0,1926.0,0.05
106.0,1944.0,0.05
107.0,1951.0,0.05
108.0,1951.0,0.05
109.0,1957.0,0.05
110.0,1962.0,0.05
111.0,1981.0,0.05
112.0,2020.0,0.05
113.0,2042.0,0.05
114.0,2049.0,0.05
115.0,2075.0,0.05
116.0,2124.0,0.05
117.0,2171.0,0.05
118.0,2210.0,0.05
119.0,2232.0,0.05
120.0,2266.0,0.05
121.0,2273.0,0.05
122.0,2301.0,0.05
123.0,2346.0,0.05
124.0,2403.0,0.05
125.0,2458.0,0.05
126.0,2487.0,0.05
127.0,2492.0,0.05
128.0,2495.0,0.05
129.0,2522.0,0.05
130.0,2561.0,0.05
131.0,2592.0,0.05
132.0,2631.0,0.05
133.0,2659.0,0.05
134.0,2678.0,0.05
135.0,2681.0,0.05
136.0,2696.0,0.05
137.0,2723.0,0.05
138.0,2753.0,0.05
139.0,2776.0,0.05
140.0,2792.0,0.05
141.0,2801.0,0.05
142.0,2816.0,0.05
143.0,2836.0,0.05
144.0,2868.0,0.05
145.0,2892.0,0.05
146.0,2918.0,0.05
147.0,2938.0,0.05
148.0,2949.0,0.05
149.0,2950.0,0.05
150.0,2969.0,0.05
151.0,2969.0,0.05
152.0,3017.0,0.05
153.0,3048.0,0.05
154.0,3068.0,0.05
155.0,3071.0,0.05
156.0,3071.0,0.05
157.0,3079.0,0.05
158.0,3099.0,0.05
159.0,3121.0,0.05
160.0,3146.0,0.05
161.0,3164.0,0.05
162.0,3166.0,0.05
163.0,3167.0,0.05
164.0,3181.0,0.05
165.0,3195.0,0.05
166.0,3215.0,0.05
167.0,3238.0,0.05
168.0,3250.0,0.05
169.0,3263.0,0.05
170.0,3267.0,0.05
171.0,3280.0,0.05
172.0,3293.0,0.05
173.0,3313.0,0.05
174.0,3324.0,0.05
175.0,3335.0,0.05
176.0,3341.0,0.05
177.0,3342.0,0.05
178.0,3358.0,0.05
179.0,3370.0,0.05
180.0,3383.0,0.05
181.0,3398.0,0.05
182.0,3403.0,0.05
183.0,3408.0,0.05
184.0,3409.0,0.05
185.0,3421.0,0.05
186.0,3433.0,0.05
187.0,3439.0,0.05
188.0,3453.0,0.05
189.0,3464.0,0.05
190.0,3466.0,0.05
191.0,3466.0,0.05
192.0,3477.0,0.05
193.0,3496.0,0.05
194.0,3504.0,0.05
195.0,3514.0,0.05
196.0,3521.0,0.05
197.0,3521.0,0.05
198.0,3524.0,0.05
199.0,3536.0,0.05
200.0,3548.0,0.05
201.0,3563.0,0.05
202.0,3570.0,0.05
203.0,3581.0,0.05
204.0,3583.0,0.05
205.0,3584.0,0.05
206.0,3596.0,0.05
207.0,3611.0,0.05
208.0,3614.0,0.05
209.0,3621.0,0.05
210.0,3627.0,0.05
211.0,3631.0,0.05
212.0,3632.0,0.05
213.0,3633.0,0.05
