mjd,mag,magerr
0.0,0.0,0.05
1.0,2.0,0.05
2.0,6.0,0.05
3.0,13.0,0.05
4.0,16.0,0.05
5.0,21.0,0.05
6.0,37.0,0.05
7.0,43.0,0.05
8.0,45.0,0.05
9.0,51.0,0.05
10.0,47.0,0.05
11.0,54.0,0.05
12.0,67.0,0.05
13.0,67.0,0.05
14.0,75.0,0.05
15.0,80.0,0.05
16.0,84.0,0.05
17.0,87.0,0.05
18.0,89.0,0.05
19.0,96.0,0.05
20.0,99.0,0.05
21.0,112.0,0.05
22.0,115.0,0.05
23.0,118.0,0.05
24.0,131.0,0.05
25.0,140.0,0.05
26.0,149.0,0.05
27.0,152.0,0.05
28.0,163.0,0.05
29.0,167.0,0.05
30.0,167.0,0.05
31.0,175.0,0.05
32.0,179.0,0.05
33.0,193.0,0.05
34.0,206.0,0.05
35.0,212.0,0.05
36.0,214.0,0.05
37.0,214.0,0.05
38.0,222.0,0.05
39.0,239.0,0.05
40.0,248.0,0.05
41.0,258.0,0.05
42.0,269.0,0.05
43.0,271.0,0.05
44.0,271.0,0.05
45.0,278.0,0.05
46.0,286.0,0.05
47.0,292.0,0.05
48.0,304.0,0.05
49.0,311.0,0.05
50.0,314.0,0.05
51.0,314.0,0.05
52.0,317.0,0.05
53.0,323.0,0.05
54.0,328.0,0.05
55.0,334.0,0.05
56.0,334.0,0.05
57.0,343.0,0.05
58.0,349.0,0.05
59.0,355.0,0.05
60.0,364.0,0.05
61.0,373.0,0.05
62.0,383.0,0.05
63.0,385.0,0.05
64.0,385.0,0.05
65.0,388.0,0.05
66.0,395.0,0.05
67.0,404.0,0.05
68.0,409.0,0.05
69.0,418.0,0.05
70.0,418.0,0.05
71.0,421.0,0.05
72.0,427.0,0.05
73.0,429.0,0.05
74.0,434.0,0.05
75.0,435.0,0.05
76.0,446.0,0.05
77.0,452.0,0.05
78.0,452.0,0.05
79.0,453.0,0.05
80.0,460.0,0.05
81.0,465.0,0.05
82.0,468.0,0.05
83.0,473.0,0.05
84.0,477.0,0.05
85.0,483.0,0.05
86.0,483.0,0.05
87.0,487.0,0.05
88.0,492.0,0.05
89.0,496.0,0.05
90.0,499.0,0.05
91.0,502.0,0.05
92.0,504.0,0.05
93.0,505.0,0.05
94.0,509.0,0.05
95.0,517.0,0.05
96.0,520.0,0.05
97.0,527.0,0.05
98.0,529.0,0.05
99.0,530.0,0.05
100.0,533.0,0.05
101.0,536.0,0.05
102.0,540.0,0.05
103.0,545.0,0.05
104.0,548.0,0.05
105.0,554.0,0.05
106.0,555.0,0.05
107.0,556.0,0.05
108.0,557.0,0.05
109.0,561.0,0.05
110.0,565.0,0.05
111.0,568.0,0.05
112.0,568.0,0.05
113.0,570.0,0.05
114.0,570.0,0.05
115.0,571.0,0.05
116.0,574.0,0.05
117.0,574.0,0.05
118.0,575.0,0.05
119.0,575.0,0.05
120.0,576.0,0.05
121.0,577.0,0.05
122.0,581.0,0.05
123.0,582.0,0.05
124.0,581.0,0.05
125.0,581.0,0.05
126.0,581.0,0.05
127.0,581.0,0.05
128.0,581.0,0.05
129.0,581.0,0.05
130.0,581.0,0.05
131.0,581.0,0.05
132.0,581.0,0.05
133.0,582.0,0.05
134.0,583.0,0.05
135.0,583.0,0.05
136.0,583.0,0.05
137.0,585.0,0.05
138.0,585.0,0.05
139.0,585.0,0.05
140.0,585.0,0.05
141.0,585.0,0.05
142.0,585.0,0.05
143.0,585.0,0.05
144.0,585.0,0.05
145.0,586.0,0.05
146.0,587.0,0.05
147.0,588.0,0.05
148.0,588.0,0.05
149.0,588.0,0.05
150.0,588.0,0.05
151.0,588.0,0.05
152.0,590.0,0.05
153.0,591.0,0.05
154.0,591.0,0.05
155.0,591.0,0.05
156.0,591.0,0.05
157.0,591.0,0.05
158.0,591.0,0.05
159.0,591.0,0.05
160.0,592.0,0.05
161.0,592.0,0.05
162.0,592.0,0.05
163.0,592.0,0.05
164.0,593.0,0.05
165.0,593.0,0.05
166.0,593.0,0.05
167.0,593.0,0.05
168.0,594.0,0.05
169.0,594.0,0.05
170.0,594.0,0.05
171.0,594.0,0.05
172.0,595.0,0.05
173.0,595.0,0.05
174.0,595.0,0.05
175.0,595.0,0.05
176.0,595.0,0.05
177.0,595.0,0.05
178.0,595.0,0.05
179.0,596.0,0.05
180.0,596.0,0.05
181.0,596.0,0.05
182.0,596.0,0.05
183.0,596.0,0.05
184.0,596.0,0.05
185.0,596.0,0.05
186.0,597.0,0.05
187.0,597.0,0.05
188.0,597.0,0.05
189.0,597.0,0.05
190.0,598.0,0.05
191.0,598.0,0.05
192.0,598.0,0.05
193.0,598.0,0.05
194.0,598.0,0.05
195.0,599.0,0.05
196.0,600.0,0.05
197.0,600.0,0.05
198.0,600.0,0.05
199.0,600.0,0.05
200.0,600.0,0.05
201.0,601.0,0.05
202.0,601.0,0.05
203.0,601.0,0.05
204.0,601.0,0.05
205.0,601.0,0.05
206.0,601.0,0.05
207.0,602.0,0.05
208.0,603.0,0.05
209.0,603.0,0.05
210.0,603.0,0.05
211.0,603.0,0.05
212.0,603.0,0.05
213.0,603.0,0.05
