mjd,mag,magerr
0.0,0.0,0.05
1.0,0.0,0.05
2.0,2.0,0.05
3.0,8.0,0.05
4.0,9.0,0.05
5.0,9.0,0.05
6.0,11.0,0.05
7.0,11.0,0.05
8.0,11.0,0.05
9.0,13.0,0.05
10.0,14.0,0.05
11.0,21.0,0.05
12.0,24.0,0.05
13.0,26.0,0.05
14.0,26.0,0.05
15.0,30.0,0.05
16.0,32.0,0.05
17.0,34.0,0.05
18.0,40.0,0.05
19.0,41.0,0.05
20.0,41.0,0.05
21.0,41.0,0.05
22.0,42.0,0.05
23.0,46.0,0.05
24.0,47.0,0.05
25.0,56.0,0.05
26.0,56.0,0.05
27.0,63.0,0.05
28.0,68.0,0.05
29.0,76.0,0.05
30.0,81.0,0.05
31.0,103.0,0.05
32.0,111.0,0.05
33.0,111.0,0.05
34.0,112.0,0.05
35.0,114.0,0.05
36.0,127.0,0.05
37.0,133.0,0.05
38.0,135.0,0.05
39.0,138.0,0.05
40.0,141.0,0.05
41.0,153.0,0.05
42.0,155.0,0.05
43.0,160.0,0.05
44.0,162.0,0.05
45.0,162.0,0.05
46.0,169.0,0.05
47.0,169.0,0.05
48.0,169.0,0.05
49.0,169.0,0.05
50.0,173.0,0.05
51.0,176.0,0.05
52.0,183.0,0.05
53.0,188.0,0.05
54.0,188.0,0.05
55.0,188.0,0.05
56.0,193.0,0.05
57.0,194.0,0.05
58.0,199.0,0.05
59.0,201.0,0.05
60.0,202.0,0.05
61.0,202.0,0.05
62.0,202.0,0.05
63.0,216.0,0.05
64.0,218.0,0.05
65.0,230.0,0.05
66.0,232.0,0.05
67.0,237.0,0.05
68.0,244.0,0.05
69.0,246.0,0.05
70.0,249.0,0.05
71.0,252.0,0.05
72.0,258.0,0.05
73.0,260.0,0.05
74.0,263.0,0.05
75.0,265.0,0.05
76.0,269.0,0.05
77.0,277.0,0.05
78.0,283.0,0.05
79.0,293.0,0.05
80.0,333.0,0.05
81.0,334.0,0.05
82.0,340.0,0.05
83.0,341.0,0.05
84.0,340.0,0.05
85.0,350.0,0.05
86.0,358.0,0.05
87.0,368.0,0.05
88.0,368.0,0.05
89.0,371.0,0.05
90.0,375.0,0.05
91.0,379.0,0.05
92.0,388.0,0.05
93.0,404.0,0.05
94.0,406.0,0.05
95.0,422.0,0.05
96.0,423.0,0.05
97.0,426.0,0.05
98.0,431.0,0.05
99.0,459.0,0.05
100.0,469.0,0.05
101.0,470.0,0.05
102.0,474.0,0.05
103.0,479.0,0.05
104.0,489.0,0.05
105.0,493.0,0.05
106.0,510.0,0.05
107.0,521.0,0.05
108.0,524.0,0.05
109.0,539.0,0.05
110.0,540.0,0.05
111.0,552.0,0.05
112.0,554.0,0.05
113.0,568.0,0.05
114.0,586.0,0.05
115.0,597.0,0.05
116.0,607.0,0.05
117.0,616.0,0.05
118.0,616.0,0.05
119.0,617.0,0.05
120.0,641.0,0.05
121.0,652.0,0.05
122.0,659.0,0.05
123.0,663.0,0.05
124.0,665.0,0.05
125.0,670.0,0.05
126.0,670.0,0.05
127.0,685.0,0.05
128.0,696.0,0.05
129.0,695.0,0.05
130.0,708.0,0.05
131.0,710.0,0.05
132.0,711.0,0.05
133.0,713.0,0.05
134.0,713.0,0.05
135.0,723.0,0.05
136.0,724.0,0.05
137.0,725.0,0.05
138.0,735.0,0.05
139.0,735.0,0.05
140.0,740.0,0.05
141.0,752.0,0.05
142.0,758.0,0.05
143.0,760.0,0.05
144.0,760.0,0.05
145.0,764.0,0.05
146.0,764.0,0.05
147.0,770.0,0.05
148.0,772.0,0.05
149.0,774.0,0.05
150.0,774.0,0.05
151.0,781.0,0.05
152.0,783.0,0.05
153.0,783.0,0.05
154.0,788.0,0.05
155.0,790.0,0.05
156.0,791.0,0.05
157.0,790.0,0.05
158.0,790.0,0.05
159.0,795.0,0.05
160.0,798.0,0.05
161.0,802.0,0.05
162.0,814.0,0.05
163.0,815.0,0.05
164.0,813.0,0.05
165.0,818.0,0.05
166.0,818.0,0.05
167.0,822.0,0.05
168.0,826.0,0.05
169.0,829.0,0.05
170.0,832.0,0.05
171.0,833.0,0.05
172.0,833.0,0.05
173.0,834.0,0.05
174.0,841.0,0.05
175.0,847.0,0.05
176.0,848.0,0.05
177.0,849.0,0.05
178.0,852.0,0.05
179.0,862.0,0.05
180.0,863.0,0.05
181.0,863.0,0.05
182.0,868.0,0.05
183.0,875.0,0.05
184.0,879.0,0.05
185.0,879.0,0.05
186.0,879.0,0.05
187.0,879.0,0.05
188.0,881.0,0.05
189.0,885.0,0.05
190.0,890.0,0.05
191.0,893.0,0.05
192.0,896.0,0.05
193.0,895.0,0.05
194.0,909.0,0.05
195.0,910.0,0.05
196.0,921.0,0.05
197.0,924.0,0.05
198.0,924.0,0.05
199.0,946.0,0.05
200.0,937.0,0.05
201.0,940.0,0.05
202.0,949.0,0.05
203.0,948.0,0.05
204.0,948.0,0.05
205.0,955.0,0.05
206.0,953.0,0.05
207.0,955.0,0.05
208.0,956.0,0.05
209.0,966.0,0.05
210.0,966.0,0.05
211.0,966.0,0.05
212.0,966.0,0.05
213.0,957.0,0.05
214.0,960.0,0.05
215.0,960.0,0.05
216.0,960.0,0.05
217.0,960.0,0.05
218.0,960.0,0.05
219.0,960.0,0.05
220.0,960.0,0.05
221.0,960.0,0.05
