mjd,mag,magerr
0.0,0.0,0.05
1.0,0.0,0.05
2.0,0.0,0.05
3.0,0.0,0.05
4.0,0.0,0.05
5.0,7.0,0.05
6.0,7.0,0.05
7.0,7.0,0.05
8.0,7.0,0.05
9.0,7.0,0.05
10.0,7.0,0.05
11.0,7.0,0.05
12.0,7.0,0.05
13.0,7.0,0.05
14.0,7.0,0.05
15.0,7.0,0.05
16.0,7.0,0.05
17.0,9.0,0.05
18.0,9.0,0.05
19.0,9.0,0.05
20.0,9.0,0.05
21.0,13.0,0.05
22.0,13.0,0.05
23.0,13.0,0.05
24.0,13.0,0.05
25.0,13.0,0.05
26.0,13.0,0.05
27.0,13.0,0.05
28.0,13.0,0.05
29.0,13.0,0.05
30.0,13.0,0.05
31.0,13.0,0.05
32.0,13.0,0.05
33.0,13.0,0.05
34.0,13.0,0.05
35.0,13.0,0.05
36.0,18.0,0.05
37.0,19.0,0.05
38.0,23.0,0.05
39.0,33.0,0.05
40.0,44.0,0.05
41.0,53.0,0.05
42.0,56.0,0.05
43.0,63.0,0.05
44.0,69.0,0.05
45.0,75.0,0.05
46.0,82.0,0.05
47.0,90.0,0.05
48.0,103.0,0.05
49.0,115.0,0.05
50.0,121.0,0.05
51.0,128.0,0.05
52.0,158.0,0.05
53.0,170.0,0.05
54.0,182.0,0.05
55.0,195.0,0.05
56.0,211.0,0.05
57.0,221.0,0.05
58.0,231.0,0.05
59.0,237.0,0.05
60.0,248.0,0.05
61.0,263.0,0.05
62.0,278.0,0.05
63.0,287.0,0.05
64.0,293.0,0.05
65.0,303.0,0.05
66.0,315.0,0.05
67.0,330.0,0.05
68.0,342.0,0.05
69.0,356.0,0.05
70.0,370.0,0.05
71.0,379.0,0.05
72.0,398.0,0.05
73.0,412.0,0.05
74.0,424.0,0.05
75.0,430.0,0.05
76.0,437.0,0.05
77.0,442.0,0.05
78.0,453.0,0.05
79.0,460.0,0.05
80.0,469.0,0.05
81.0,480.0,0.05
82.0,491.0,0.05
83.0,504.0,0.05
84.0,516.0,0.05
85.0,522.0,0.05
86.0,526.0,0.05
87.0,536.0,0.05
88.0,548.0,0.05
89.0,557.0,0.05
90.0,563.0,0.05
91.0,569.0,0.05
92.0,573.0,0.05
93.0,578.0,0.05
94.0,589.0,0.05
95.0,597.0,0.05
96.0,601.0,0.05
97.0,610.0,0.05
98.0,621.0,0.05
99.0,625.0,0.05
100.0,631.0,0.05
101.0,634.0,0.05
102.0,639.0,0.05
103.0,646.0,0.05
104.0,650.0,0.05
105.0,652.0,0.05
106.0,654.0,0.05
107.0,654.0,0.05
108.0,657.0,0.05
109.0,660.0,0.05
110.0,664.0,0.05
111.0,668.0,0.05
112.0,669.0,0.05
113.0,672.0,0.05
114.0,676.0,0.05
115.0,676.0,0.05
116.0,677.0,0.05
117.0,680.0,0.05
118.0,682.0,0.05
119.0,686.0,0.05
