mjd,mag,magerr
0.0,0.0,0.05
1.0,0.0,0.05
2.0,0.0,0.05
3.0,0.0,0.05
4.0,19.0,0.05
5.0,19.0,0.05
6.0,19.0,0.05
7.0,19.0,0.05
8.0,19.0,0.05
9.0,19.0,0.05
10.0,19.0,0.05
11.0,37.0,0.05
12.0,37.0,0.05
13.0,37.0,0.05
14.0,37.0,0.05
15.0,37.0,0.05
16.0,37.0,0.05
17.0,37.0,0.05
18.0,58.0,0.05
19.0,58.0,0.05
20.0,58.0,0.05
21.0,58.0,0.05
22.0,58.0,0.05
23.0,58.0,0.05
24.0,58.0,0.05
25.0,77.0,0.05
26.0,77.0,0.05
27.0,77.0,0.05
28.0,77.0,0.05
29.0,77.0,0.05
30.0,77.0,0.05
31.0,77.0,0.05
32.0,109.0,0.05
33.0,109.0,0.05
34.0,109.0,0.05
35.0,109.0,0.05
36.0,109.0,0.05
37.0,109.0,0.05
38.0,109.0,0.05
39.0,163.0,0.05
40.0,163.0,0.05
41.0,163.0,0.05
42.0,163.0,0.05
43.0,163.0,0.05
44.0,163.0,0.05
45.0,163.0,0.05
46.0,239.0,0.05
47.0,239.0,0.05
48.0,239.0,0.05
49.0,239.0,0.05
50.0,239.0,0.05
51.0,239.0,0.05
52.0,239.0,0.05
53.0,326.0,0.05
54.0,326.0,0.05
55.0,326.0,0.05
56.0,326.0,0.05
57.0,326.0,0.05
58.0,326.0,0.05
59.0,326.0,0.05
60.0,397.0,0.05
61.0,397.0,0.05
62.0,397.0,0.05
63.0,397.0,0.05
64.0,397.0,0.05
65.0,397.0,0.05
66.0,397.0,0.05
67.0,485.0,0.05
68.0,485.0,0.05
69.0,485.0,0.05
70.0,485.0,0.05
71.0,485.0,0.05
72.0,485.0,0.05
73.0,485.0,0.05
74.0,529.0,0.05
75.0,529.0,0.05
76.0,529.0,0.05
77.0,529.0,0.05
78.0,529.0,0.05
79.0,529.0,0.05
80.0,529.0,0.05
81.0,582.0,0.05
82.0,582.0,0.05
83.0,582.0,0.05
84.0,582.0,0.05
85.0,582.0,0.05
86.0,582.0,0.05
87.0,582.0,0.05
88.0,631.0,0.05
89.0,631.0,0.05
90.0,631.0,0.05
91.0,631.0,0.05
92.0,631.0,0.05
93.0,631.0,0.05
94.0,631.0,0.05
95.0,681.0,0.05
96.0,681.0,0.05
97.0,681.0,0.05
98.0,681.0,0.05
99.0,681.0,0.05
100.0,681.0,0.05
101.0,681.0,0.05
102.0,723.0,0.05
103.0,723.0,0.05
104.0,723.0,0.05
105.0,723.0,0.05
106.0,723.0,0.05
107.0,723.0,0.05
108.0,723.0,0.05
109.0,780.0,0.05
110.0,780.0,0.05
111.0,780.0,0.05
112.0,780.0,0.05
113.0,780.0,0.05
114.0,780.0,0.05
115.0,780.0,0.05
116.0,864.0,0.05
117.0,864.0,0.05
118.0,864.0,0.05
119.0,864.0,0.05
