mjd,mag,magerr
0.0,0.0,0.05
1.0,0.0,0.05
2.0,2.0,0.05
3.0,4.0,0.05
4.0,7.0,0.05
5.0,11.0,0.05
6.0,14.0,0.05
7.0,14.0,0.05
8.0,14.0,0.05
9.0,14.0,0.05
10.0,16.0,0.05
11.0,17.0,0.05
12.0,21.0,0.05
13.0,21.0,0.05
14.0,21.0,0.05
15.0,24.0,0.05
16.0,24.0,0.05
17.0,26.0,0.05
18.0,34.0,0.05
19.0,43.0,0.05
20.0,48.0,0.05
21.0,56.0,0.05
22.0,57.0,0.05
23.0,59.0,0.05
24.0,61.0,0.05
25.0,74.0,0.05
26.0,79.0,0.05
27.0,82.0,0.05
28.0,82.0,0.05
29.0,86.0,0.05
30.0,91.0,0.05
31.0,99.0,0.05
32.0,117.0,0.05
33.0,132.0,0.05
34.0,141.0,0.05
35.0,145.0,0.05
36.0,151.0,0.05
37.0,154.0,0.05
38.0,169.0,0.05
39.0,189.0,0.05
40.0,216.0,0.05
41.0,238.0,0.05
42.0,262.0,0.05
43.0,272.0,0.05
44.0,277.0,0.05
45.0,298.0,0.05
46.0,322.0,0.05
47.0,348.0,0.05
48.0,372.0,0.05
49.0,396.0,0.05
50.0,404.0,0.05
51.0,411.0,0.05
52.0,426.0,0.05
53.0,448.0,0.05
54.0,469.0,0.05
55.0,480.0,0.05
56.0,487.0,0.05
57.0,497.0,0.05
58.0,506.0,0.05
59.0,533.0,0.05
60.0,558.0,0.05
61.0,590.0,0.05
62.0,617.0,0.05
63.0,622.0,0.05
64.0,628.0,0.05
65.0,636.0,0.05
66.0,651.0,0.05
67.0,680.0,0.05
68.0,699.0,0.05
69.0,724.0,0.05
70.0,754.0,0.05
71.0,761.0,0.05
72.0,773.0,0.05
73.0,789.0,0.05
74.0,834.0,0.05
75.0,858.0,0.05
76.0,883.0,0.05
77.0,903.0,0.05
78.0,915.0,0.05
79.0,917.0,0.05
80.0,919.0,0.05
81.0,951.0,0.05
82.0,975.0,0.05
83.0,994.0,0.05
84.0,1003.0,0.05
85.0,1011.0,0.05
86.0,1016.0,0.05
87.0,1035.0,0.05
88.0,1052.0,0.05
89.0,1066.0,0.05
90.0,1081.0,0.05
91.0,1097.0,0.05
92.0,1101.0,0.05
93.0,1102.0,0.05
94.0,1117.0,0.05
95.0,1136.0,0.05
96.0,1149.0,0.05
97.0,1157.0,0.05
98.0,1167.0,0.05
99.0,1172.0,0.05
100.0,1172.0,0.05
101.0,1181.0,0.05
102.0,1189.0,0.05
103.0,1201.0,0.05
104.0,1211.0,0.05
105.0,1224.0,0.05
106.0,1225.0,0.05
107.0,1227.0,0.05
108.0,1228.0,0.05
109.0,1239.0,0.05
110.0,1247.0,0.05
111.0,1256.0,0.05
112.0,1266.0,0.05
113.0,1266.0,0.05
114.0,1270.0,0.05
115.0,1278.0,0.05
116.0,1285.0,0.05
