mjd,mag,magerr
0.0,0.0,0.05
1.0,0.0,0.05
2.0,0.0,0.05
3.0,0.0,0.05
4.0,0.0,0.05
5.0,2.0,0.05
6.0,2.0,0.05
7.0,5.0,0.05
8.0,5.0,0.05
9.0,5.0,0.05
10.0,8.0,0.05
11.0,9.0,0.05
12.0,9.0,0.05
13.0,10.0,0.05
14.0,11.0,0.05
15.0,13.0,0.05
16.0,13.0,0.05
17.0,16.0,0.05
18.0,17.0,0.05
19.0,16.0,0.05
20.0,15.0,0.05
21.0,17.0,0.05
22.0,17.0,0.05
23.0,17.0,0.05
24.0,17.0,0.05
25.0,15.0,0.05
26.0,9.0,0.05
27.0,9.0,0.05
28.0,9.0,0.05
29.0,9.0,0.05
30.0,9.0,0.05
31.0,14.0,0.05
32.0,19.0,0.05
33.0,22.0,0.05
34.0,22.0,0.05
35.0,23.0,0.05
36.0,30.0,0.05
37.0,30.0,0.05
38.0,30.0,0.05
39.0,31.0,0.05
40.0,34.0,0.05
41.0,34.0,0.05
42.0,34.0,0.05
43.0,34.0,0.05
44.0,34.0,0.05
45.0,37.0,0.05
46.0,47.0,0.05
47.0,54.0,0.05
48.0,59.0,0.05
49.0,86.0,0.05
50.0,87.0,0.05
51.0,86.0,0.05
52.0,92.0,0.05
53.0,102.0,0.05
54.0,111.0,0.05
55.0,114.0,0.05
56.0,118.0,0.05
57.0,118.0,0.05
58.0,118.0,0.05
59.0,122.0,0.05
60.0,134.0,0.05
61.0,146.0,0.05
62.0,157.0,0.05
63.0,162.0,0.05
64.0,161.0,0.05
65.0,161.0,0.05
66.0,163.0,0.05
67.0,173.0,0.05
68.0,189.0,0.05
69.0,210.0,0.05
70.0,224.0,0.05
71.0,225.0,0.05
72.0,225.0,0.05
73.0,225.0,0.05
74.0,238.0,0.05
75.0,239.0,0.05
76.0,248.0,0.05
77.0,276.0,0.05
78.0,280.0,0.05
79.0,282.0,0.05
80.0,282.0,0.05
81.0,283.0,0.05
82.0,306.0,0.05
83.0,312.0,0.05
84.0,336.0,0.05
85.0,338.0,0.05
86.0,338.0,0.05
87.0,347.0,0.05
88.0,353.0,0.05
89.0,354.0,0.05
90.0,358.0,0.05
91.0,364.0,0.05
92.0,377.0,0.05
93.0,377.0,0.05
94.0,378.0,0.05
95.0,380.0,0.05
96.0,383.0,0.05
97.0,402.0,0.05
98.0,406.0,0.05
99.0,429.0,0.05
100.0,429.0,0.05
101.0,437.0,0.05
102.0,454.0,0.05
103.0,471.0,0.05
104.0,475.0,0.05
105.0,477.0,0.05
106.0,479.0,0.05
107.0,479.0,0.05
108.0,479.0,0.05
109.0,479.0,0.05
110.0,482.0,0.05
111.0,488.0,0.05
112.0,501.0,0.05
113.0,501.0,0.05
114.0,501.0,0.05
115.0,504.0,0.05
116.0,519.0,0.05
117.0,547.0,0.05
118.0,570.0,0.05
119.0,600.0,0.05
120.0,597.0,0.05
121.0,597.0,0.05
122.0,611.0,0.05
123.0,615.0,0.05
124.0,629.0,0.05
125.0,633.0,0.05
126.0,638.0,0.05
127.0,639.0,0.05
128.0,639.0,0.05
129.0,650.0,0.05
130.0,656.0,0.05
131.0,657.0,0.05
132.0,644.0,0.05
133.0,641.0,0.05
134.0,640.0,0.05
135.0,640.0,0.05
136.0,663.0,0.05
137.0,664.0,0.05
138.0,669.0,0.05
139.0,680.0,0.05
140.0,661.0,0.05
141.0,682.0,0.05
142.0,682.0,0.05
143.0,682.0,0.05
144.0,696.0,0.05
145.0,696.0,0.05
146.0,702.0,0.05
147.0,711.0,0.05
148.0,711.0,0.05
149.0,711.0,0.05
150.0,732.0,0.05
151.0,759.0,0.05
152.0,762.0,0.05
153.0,768.0,0.05
154.0,768.0,0.05
155.0,768.0,0.05
156.0,768.0,0.05
157.0,778.0,0.05
158.0,778.0,0.05
159.0,779.0,0.05
160.0,781.0,0.05
161.0,788.0,0.05
162.0,788.0,0.05
163.0,788.0,0.05
164.0,788.0,0.05
165.0,788.0,0.05
166.0,788.0,0.05
167.0,788.0,0.05
168.0,788.0,0.05
169.0,789.0,0.05
170.0,789.0,0.05
171.0,789.0,0.05
172.0,795.0,0.05
173.0,795.0,0.05
174.0,795.0,0.05
175.0,801.0,0.05
176.0,801.0,0.05
177.0,801.0,0.05
178.0,801.0,0.05
179.0,801.0,0.05
180.0,801.0,0.05
181.0,806.0,0.05
182.0,825.0,0.05
183.0,825.0,0.05
184.0,825.0,0.05
185.0,842.0,0.05
186.0,845.0,0.05
187.0,850.0,0.05
188.0,851.0,0.05
189.0,856.0,0.05
190.0,856.0,0.05
191.0,856.0,0.05
192.0,856.0,0.05
193.0,856.0,0.05
194.0,857.0,0.05
195.0,859.0,0.05
196.0,859.0,0.05
197.0,859.0,0.05
198.0,859.0,0.05
199.0,868.0,0.05
200.0,869.0,0.05
201.0,871.0,0.05
202.0,871.0,0.05
203.0,871.0,0.05
204.0,871.0,0.05
205.0,871.0,0.05
206.0,887.0,0.05
207.0,888.0,0.05
208.0,888.0,0.05
209.0,883.0,0.05
210.0,883.0,0.05
211.0,883.0,0.05
212.0,883.0,0.05
213.0,883.0,0.05
214.0,887.0,0.05
215.0,888.0,0.05
216.0,888.0,0.05
217.0,888.0,0.05
218.0,888.0,0.05
219.0,888.0,0.05
220.0,890.0,0.05
221.0,892.0,0.05
