mjd,mag,magerr
0.0,0.0,0.05
1.0,0.0,0.05
2.0,1.0,0.05
3.0,1.0,0.05
4.0,1.0,0.05
5.0,1.0,0.05
6.0,1.0,0.05
7.0,1.0,0.05
8.0,1.0,0.05
9.0,1.0,0.05
10.0,2.0,0.05
11.0,2.0,0.05
12.0,2.0,0.05
13.0,1.0,0.05
14.0,1.0,0.05
15.0,1.0,0.05
16.0,2.0,0.05
17.0,2.0,0.05
18.0,2.0,0.05
19.0,2.0,0.05
20.0,2.0,0.05
21.0,2.0,0.05
22.0,3.0,0.05
23.0,3.0,0.05
24.0,3.0,0.05
25.0,3.0,0.05
26.0,5.0,0.05
27.0,5.0,0.05
28.0,7.0,0.05
29.0,8.0,0.05
30.0,8.0,0.05
31.0,8.0,0.05
32.0,8.0,0.05
33.0,9.0,0.05
34.0,9.0,0.05
35.0,9.0,0.05
36.0,10.0,0.05
37.0,10.0,0.05
38.0,11.0,0.05
39.0,12.0,0.05
40.0,12.0,0.05
41.0,12.0,0.05
42.0,13.0,0.05
43.0,14.0,0.05
44.0,15.0,0.05
45.0,15.0,0.05
46.0,15.0,0.05
47.0,15.0,0.05
48.0,15.0,0.05
49.0,15.0,0.05
50.0,15.0,0.05
51.0,16.0,0.05
52.0,16.0,0.05
53.0,16.0,0.05
54.0,16.0,0.05
55.0,18.0,0.05
56.0,23.0,0.05
57.0,24.0,0.05
58.0,24.0,0.05
59.0,25.0,0.05
60.0,25.0,0.05
61.0,25.0,0.05
62.0,26.0,0.05
63.0,27.0,0.05
64.0,27.0,0.05
65.0,30.0,0.05
66.0,30.0,0.05
67.0,31.0,0.05
68.0,34.0,0.05
69.0,34.0,0.05
70.0,34.0,0.05
71.0,36.0,0.05
72.0,37.0,0.05
73.0,40.0,0.05
74.0,40.0,0.05
75.0,41.0,0.05
76.0,43.0,0.05
77.0,46.0,0.05
78.0,47.0,0.05
79.0,50.0,0.05
80.0,50.0,0.05
81.0,48.0,0.05
82.0,48.0,0.05
83.0,49.0,0.05
84.0,49.0,0.05
85.0,56.0,0.05
86.0,57.0,0.05
87.0,58.0,0.05
88.0,58.0,0.05
89.0,58.0,0.05
90.0,60.0,0.05
91.0,60.0,0.05
92.0,60.0,0.05
93.0,61.0,0.05
94.0,61.0,0.05
95.0,66.0,0.05
96.0,70.0,0.05
97.0,70.0,0.05
98.0,74.0,0.05
99.0,76.0,0.05
100.0,75.0,0.05
101.0,76.0,0.05
102.0,77.0,0.05
103.0,79.0,0.05
104.0,79.0,0.05
105.0,80.0,0.05
106.0,81.0,0.05
107.0,81.0,0.05
108.0,81.0,0.05
109.0,83.0,0.05
110.0,85.0,0.05
111.0,85.0,0.05
112.0,85.0,0.05
113.0,86.0,0.05
114.0,86.0,0.05
115.0,86.0,0.05
116.0,86.0,0.05
117.0,88.0,0.05
118.0,88.0,0.05
119.0,89.0,0.05
120.0,89.0,0.05
121.0,90.0,0.05
122.0,90.0,0.05
123.0,90.0,0.05
124.0,90.0,0.05
125.0,91.0,0.05
126.0,91.0,0.05
127.0,91.0,0.05
128.0,91.0,0.05
129.0,91.0,0.05
130.0,92.0,0.05
131.0,94.0,0.05
132.0,94.0,0.05
133.0,98.0,0.05
134.0,99.0,0.05
135.0,100.0,0.05
136.0,100.0,0.05
137.0,102.0,0.05
138.0,102.0,0.05
139.0,103.0,0.05
140.0,103.0,0.05
141.0,103.0,0.05
142.0,103.0,0.05
143.0,103.0,0.05
144.0,103.0,0.05
145.0,104.0,0.05
146.0,105.0,0.05
147.0,105.0,0.05
148.0,105.0,0.05
149.0,105.0,0.05
150.0,105.0,0.05
151.0,105.0,0.05
152.0,106.0,0.05
153.0,107.0,0.05
154.0,107.0,0.05
155.0,107.0,0.05
156.0,107.0,0.05
157.0,108.0,0.05
158.0,108.0,0.05
159.0,108.0,0.05
160.0,108.0,0.05
161.0,110.0,0.05
162.0,110.0,0.05
163.0,110.0,0.05
164.0,110.0,0.05
165.0,111.0,0.05
166.0,111.0,0.05
167.0,111.0,0.05
168.0,111.0,0.05
169.0,111.0,0.05
170.0,111.0,0.05
171.0,112.0,0.05
172.0,113.0,0.05
173.0,113.0,0.05
174.0,113.0,0.05
175.0,113.0,0.05
176.0,113.0,0.05
177.0,113.0,0.05
178.0,114.0,0.05
179.0,116.0,0.05
180.0,117.0,0.05
181.0,117.0,0.05
182.0,117.0,0.05
183.0,118.0,0.05
184.0,118.0,0.05
185.0,118.0,0.05
186.0,118.0,0.05
187.0,118.0,0.05
188.0,119.0,0.05
189.0,119.0,0.05
190.0,119.0,0.05
191.0,119.0,0.05
192.0,119.0,0.05
193.0,119.0,0.05
194.0,120.0,0.05
195.0,120.0,0.05
196.0,120.0,0.05
197.0,120.0,0.05
198.0,121.0,0.05
199.0,121.0,0.05
200.0,121.0,0.05
201.0,122.0,0.05
202.0,122.0,0.05
203.0,122.0,0.05
204.0,122.0,0.05
205.0,122.0,0.05
206.0,122.0,0.05
207.0,122.0,0.05
208.0,122.0,0.05
209.0,122.0,0.05
210.0,122.0,0.05
211.0,122.0,0.05
212.0,122.0,0.05
213.0,122.0,0.05
214.0,122.0,0.05
215.0,123.0,0.05
216.0,123.0,0.05
217.0,123.0,0.05
218.0,123.0,0.05
219.0,123.0,0.05
220.0,124.0,0.05
221.0,124.0,0.05
222.0,124.0,0.05
