mjd,mag,magerr
0.0,0.0,0.05
1.0,0.0,0.05
2.0,0.0,0.05
3.0,2.0,0.05
4.0,12.0,0.05
5.0,17.0,0.05
6.0,22.0,0.05
7.0,25.0,0.05
8.0,25.0,0.05
9.0,25.0,0.05
10.0,25.0,0.05
11.0,25.0,0.05
12.0,26.0,0.05
13.0,27.0,0.05
14.0,27.0,0.05
15.0,28.0,0.05
16.0,29.0,0.05
17.0,31.0,0.05
18.0,49.0,0.05
19.0,58.0,0.05
20.0,63.0,0.05
21.0,65.0,0.05
22.0,67.0,0.05
23.0,67.0,0.05
24.0,69.0,0.05
25.0,68.0,0.05
26.0,66.0,0.05
27.0,67.0,0.05
28.0,67.0,0.05
29.0,66.0,0.05
30.0,63.0,0.05
31.0,63.0,0.05
32.0,83.0,0.05
33.0,126.0,0.05
34.0,133.0,0.05
35.0,126.0,0.05
36.0,129.0,0.05
37.0,138.0,0.05
38.0,144.0,0.05
39.0,148.0,0.05
40.0,149.0,0.05
41.0,156.0,0.05
42.0,164.0,0.05
43.0,176.0,0.05
44.0,190.0,0.05
45.0,194.0,0.05
46.0,246.0,0.05
47.0,268.0,0.05
48.0,273.0,0.05
49.0,276.0,0.05
50.0,301.0,0.05
51.0,319.0,0.05
52.0,343.0,0.05
53.0,352.0,0.05
54.0,376.0,0.05
55.0,389.0,0.05
56.0,394.0,0.05
57.0,394.0,0.05
58.0,395.0,0.05
59.0,400.0,0.05
60.0,434.0,0.05
61.0,429.0,0.05
62.0,433.0,0.05
63.0,440.0,0.05
64.0,435.0,0.05
65.0,458.0,0.05
66.0,458.0,0.05
67.0,477.0,0.05
68.0,509.0,0.05
69.0,546.0,0.05
70.0,557.0,0.05
71.0,579.0,0.05
72.0,582.0,0.05
73.0,582.0,0.05
74.0,602.0,0.05
75.0,593.0,0.05
76.0,569.0,0.05
77.0,598.0,0.05
78.0,618.0,0.05
79.0,618.0,0.05
80.0,620.0,0.05
81.0,644.0,0.05
82.0,675.0,0.05
83.0,692.0,0.05
84.0,765.0,0.05
85.0,778.0,0.05
86.0,790.0,0.05
87.0,813.0,0.05
88.0,862.0,0.05
89.0,900.0,0.05
90.0,938.0,0.05
91.0,965.0,0.05
92.0,999.0,0.05
93.0,1015.0,0.05
94.0,1087.0,0.05
95.0,1151.0,0.05
96.0,1252.0,0.05
97.0,1338.0,0.05
98.0,1407.0,0.05
99.0,1430.0,0.05
100.0,1430.0,0.05
101.0,1456.0,0.05
102.0,1539.0,0.05
103.0,1617.0,0.05
104.0,1670.0,0.05
105.0,1742.0,0.05
106.0,1772.0,0.05
107.0,1788.0,0.05
108.0,1821.0,0.05
109.0,1863.0,0.05
110.0,1909.0,0.05
111.0,1960.0,0.05
112.0,2046.0,0.05
113.0,2090.0,0.05
114.0,2102.0,0.05
115.0,2126.0,0.05
116.0,2203.0,0.05
117.0,2252.0,0.05
