mjd,mag,magerr
0.0,0.0,0.05
1.0,3.0,0.05
2.0,3.0,0.05
3.0,2.0,0.05
4.0,2.0,0.05
5.0,4.0,0.05
6.0,4.0,0.05
7.0,8.0,0.05
8.0,8.0,0.05
9.0,8.0,0.05
10.0,8.0,0.05
11.0,13.0,0.05
12.0,16.0,0.05
13.0,18.0,0.05
14.0,19.0,0.05
15.0,20.0,0.05
16.0,20.0,0.05
17.0,23.0,0.05
18.0,24.0,0.05
19.0,25.0,0.05
20.0,28.0,0.05
21.0,28.0,0.05
22.0,28.0,0.05
23.0,28.0,0.05
24.0,28.0,0.05
25.0,31.0,0.05
26.0,31.0,0.05
27.0,34.0,0.05
28.0,40.0,0.05
29.0,41.0,0.05
30.0,41.0,0.05
31.0,44.0,0.05
32.0,47.0,0.05
33.0,49.0,0.05
34.0,49.0,0.05
35.0,49.0,0.05
36.0,49.0,0.05
37.0,50.0,0.05
38.0,53.0,0.05
39.0,54.0,0.05
40.0,61.0,0.05
41.0,66.0,0.05
42.0,70.0,0.05
43.0,70.0,0.05
44.0,71.0,0.05
45.0,76.0,0.05
46.0,81.0,0.05
47.0,92.0,0.05
48.0,99.0,0.05
49.0,100.0,0.05
50.0,100.0,0.05
51.0,102.0,0.05
52.0,118.0,0.05
53.0,121.0,0.05
54.0,125.0,0.05
55.0,126.0,0.05
56.0,135.0,0.05
57.0,135.0,0.05
58.0,135.0,0.05
59.0,136.0,0.05
60.0,157.0,0.05
61.0,163.0,0.05
62.0,163.0,0.05
63.0,165.0,0.05
64.0,164.0,0.05
65.0,167.0,0.05
66.0,186.0,0.05
67.0,200.0,0.05
68.0,216.0,0.05
69.0,230.0,0.05
70.0,233.0,0.05
71.0,234.0,0.05
72.0,236.0,0.05
73.0,261.0,0.05
74.0,274.0,0.05
75.0,270.0,0.05
76.0,256.0,0.05
77.0,257.0,0.05
78.0,260.0,0.05
79.0,264.0,0.05
80.0,264.0,0.05
81.0,286.0,0.05
82.0,323.0,0.05
83.0,335.0,0.05
84.0,364.0,0.05
85.0,364.0,0.05
86.0,364.0,0.05
87.0,373.0,0.05
88.0,399.0,0.05
89.0,417.0,0.05
90.0,425.0,0.05
91.0,434.0,0.05
92.0,441.0,0.05
93.0,442.0,0.05
94.0,453.0,0.05
95.0,464.0,0.05
96.0,483.0,0.05
97.0,500.0,0.05
98.0,506.0,0.05
99.0,508.0,0.05
100.0,508.0,0.05
101.0,520.0,0.05
102.0,528.0,0.05
103.0,544.0,0.05
104.0,558.0,0.05
105.0,579.0,0.05
106.0,579.0,0.05
107.0,580.0,0.05
108.0,581.0,0.05
109.0,586.0,0.05
110.0,596.0,0.05
111.0,631.0,0.05
112.0,639.0,0.05
113.0,645.0,0.05
114.0,646.0,0.05
115.0,654.0,0.05
116.0,666.0,0.05
117.0,677.0,0.05
118.0,690.0,0.05
119.0,692.0,0.05
120.0,689.0,0.05
121.0,689.0,0.05
122.0,700.0,0.05
123.0,711.0,0.05
124.0,720.0,0.05
125.0,725.0,0.05
126.0,727.0,0.05
127.0,729.0,0.05
128.0,726.0,0.05
129.0,735.0,0.05
130.0,744.0,0.05
131.0,748.0,0.05
132.0,748.0,0.05
133.0,752.0,0.05
134.0,752.0,0.05
135.0,751.0,0.05
136.0,761.0,0.05
137.0,769.0,0.05
138.0,773.0,0.05
139.0,771.0,0.05
140.0,762.0,0.05
141.0,771.0,0.05
142.0,773.0,0.05
143.0,774.0,0.05
144.0,783.0,0.05
145.0,790.0,0.05
146.0,792.0,0.05
147.0,795.0,0.05
148.0,796.0,0.05
149.0,795.0,0.05
150.0,795.0,0.05
151.0,799.0,0.05
152.0,800.0,0.05
153.0,801.0,0.05
154.0,802.0,0.05
155.0,803.0,0.05
156.0,803.0,0.05
157.0,807.0,0.05
158.0,808.0,0.05
159.0,816.0,0.05
160.0,821.0,0.05
161.0,822.0,0.05
162.0,822.0,0.05
163.0,822.0,0.05
164.0,823.0,0.05
165.0,831.0,0.05
166.0,830.0,0.05
167.0,829.0,0.05
168.0,831.0,0.05
169.0,831.0,0.05
170.0,831.0,0.05
171.0,832.0,0.05
172.0,833.0,0.05
173.0,837.0,0.05
174.0,840.0,0.05
175.0,841.0,0.05
176.0,840.0,0.05
177.0,840.0,0.05
178.0,844.0,0.05
179.0,844.0,0.05
180.0,847.0,0.05
181.0,852.0,0.05
182.0,854.0,0.05
183.0,856.0,0.05
184.0,856.0,0.05
185.0,861.0,0.05
186.0,862.0,0.05
187.0,862.0,0.05
188.0,864.0,0.05
189.0,868.0,0.05
190.0,868.0,0.05
191.0,868.0,0.05
192.0,874.0,0.05
193.0,845.0,0.05
194.0,834.0,0.05
195.0,833.0,0.05
196.0,836.0,0.05
197.0,837.0,0.05
198.0,837.0,0.05
199.0,838.0,0.05
200.0,844.0,0.05
201.0,848.0,0.05
202.0,847.0,0.05
203.0,847.0,0.05
204.0,847.0,0.05
205.0,847.0,0.05
206.0,847.0,0.05
207.0,850.0,0.05
208.0,858.0,0.05
209.0,845.0,0.05
210.0,837.0,0.05
211.0,837.0,0.05
212.0,837.0,0.05
213.0,837.0,0.05
214.0,838.0,0.05
215.0,841.0,0.05
216.0,847.0,0.05
217.0,852.0,0.05
218.0,851.0,0.05
219.0,851.0,0.05
220.0,851.0,0.05
221.0,855.0,0.05
