mjd,mag,magerr
0.0,0.0,0.05
1.0,1.0,0.05
2.0,3.0,0.05
3.0,2.0,0.05
4.0,5.0,0.05
5.0,7.0,0.05
6.0,9.0,0.05
7.0,10.0,0.05
8.0,10.0,0.05
9.0,11.0,0.05
10.0,17.0,0.05
11.0,16.0,0.05
12.0,16.0,0.05
13.0,16.0,0.05
14.0,16.0,0.05
15.0,18.0,0.05
16.0,19.0,0.05
17.0,23.0,0.05
18.0,28.0,0.05
19.0,30.0,0.05
20.0,31.0,0.05
21.0,38.0,0.05
22.0,46.0,0.05
23.0,50.0,0.05
24.0,58.0,0.05
25.0,63.0,0.05
26.0,63.0,0.05
27.0,70.0,0.05
28.0,73.0,0.05
29.0,75.0,0.05
30.0,76.0,0.05
31.0,76.0,0.05
32.0,74.0,0.05
33.0,81.0,0.05
34.0,85.0,0.05
35.0,93.0,0.05
36.0,101.0,0.05
37.0,102.0,0.05
38.0,99.0,0.05
39.0,111.0,0.05
40.0,114.0,0.05
41.0,116.0,0.05
42.0,115.0,0.05
43.0,121.0,0.05
44.0,127.0,0.05
45.0,123.0,0.05
46.0,130.0,0.05
47.0,137.0,0.05
48.0,147.0,0.05
49.0,152.0,0.05
50.0,157.0,0.05
51.0,166.0,0.05
52.0,164.0,0.05
53.0,168.0,0.05
54.0,168.0,0.05
55.0,168.0,0.05
56.0,186.0,0.05
57.0,188.0,0.05
58.0,190.0,0.05
59.0,191.0,0.05
60.0,196.0,0.05
61.0,206.0,0.05
62.0,206.0,0.05
63.0,226.0,0.05
64.0,228.0,0.05
65.0,231.0,0.05
66.0,228.0,0.05
67.0,235.0,0.05
68.0,247.0,0.05
69.0,252.0,0.05
70.0,256.0,0.05
71.0,263.0,0.05
72.0,266.0,0.05
73.0,263.0,0.05
74.0,283.0,0.05
75.0,285.0,0.05
76.0,299.0,0.05
77.0,305.0,0.05
78.0,311.0,0.05
79.0,311.0,0.05
80.0,318.0,0.05
81.0,332.0,0.05
82.0,332.0,0.05
83.0,335.0,0.05
84.0,344.0,0.05
85.0,350.0,0.05
86.0,351.0,0.05
87.0,352.0,0.05
88.0,367.0,0.05
89.0,372.0,0.05
90.0,380.0,0.05
91.0,380.0,0.05
92.0,388.0,0.05
93.0,391.0,0.05
94.0,391.0,0.05
95.0,406.0,0.05
96.0,414.0,0.05
97.0,419.0,0.05
98.0,420.0,0.05
99.0,424.0,0.05
100.0,427.0,0.05
101.0,430.0,0.05
102.0,436.0,0.05
103.0,443.0,0.05
104.0,451.0,0.05
105.0,462.0,0.05
106.0,466.0,0.05
107.0,468.0,0.05
108.0,467.0,0.05
109.0,474.0,0.05
110.0,480.0,0.05
111.0,486.0,0.05
112.0,491.0,0.05
113.0,496.0,0.05
114.0,499.0,0.05
115.0,499.0,0.05
116.0,502.0,0.05
117.0,510.0,0.05
118.0,510.0,0.05
119.0,511.0,0.05
120.0,511.0,0.05
121.0,517.0,0.05
122.0,519.0,0.05
123.0,523.0,0.05
124.0,526.0,0.05
125.0,533.0,0.05
126.0,538.0,0.05
127.0,538.0,0.05
128.0,538.0,0.05
129.0,539.0,0.05
130.0,543.0,0.05
131.0,548.0,0.05
132.0,551.0,0.05
133.0,550.0,0.05
134.0,550.0,0.05
135.0,552.0,0.05
136.0,557.0,0.05
137.0,556.0,0.05
138.0,557.0,0.05
139.0,562.0,0.05
140.0,563.0,0.05
141.0,563.0,0.05
142.0,566.0,0.05
143.0,565.0,0.05
144.0,568.0,0.05
145.0,569.0,0.05
146.0,570.0,0.05
147.0,570.0,0.05
148.0,570.0,0.05
149.0,578.0,0.05
150.0,579.0,0.05
151.0,582.0,0.05
152.0,585.0,0.05
153.0,585.0,0.05
154.0,585.0,0.05
155.0,585.0,0.05
156.0,589.0,0.05
157.0,589.0,0.05
158.0,588.0,0.05
159.0,588.0,0.05
160.0,590.0,0.05
161.0,590.0,0.05
162.0,590.0,0.05
163.0,591.0,0.05
164.0,596.0,0.05
165.0,597.0,0.05
166.0,599.0,0.05
167.0,601.0,0.05
168.0,601.0,0.05
169.0,601.0,0.05
170.0,605.0,0.05
171.0,607.0,0.05
172.0,611.0,0.05
173.0,611.0,0.05
174.0,614.0,0.05
175.0,614.0,0.05
176.0,614.0,0.05
177.0,617.0,0.05
178.0,615.0,0.05
179.0,617.0,0.05
180.0,618.0,0.05
181.0,618.0,0.05
182.0,618.0,0.05
183.0,618.0,0.05
184.0,622.0,0.05
185.0,622.0,0.05
186.0,623.0,0.05
187.0,626.0,0.05
188.0,629.0,0.05
189.0,629.0,0.05
190.0,629.0,0.05
191.0,634.0,0.05
192.0,641.0,0.05
193.0,645.0,0.05
194.0,653.0,0.05
195.0,650.0,0.05
196.0,650.0,0.05
197.0,650.0,0.05
198.0,652.0,0.05
199.0,652.0,0.05
200.0,654.0,0.05
201.0,654.0,0.05
202.0,662.0,0.05
203.0,662.0,0.05
204.0,662.0,0.05
205.0,663.0,0.05
206.0,663.0,0.05
207.0,664.0,0.05
208.0,664.0,0.05
209.0,678.0,0.05
210.0,678.0,0.05
211.0,678.0,0.05
212.0,678.0,0.05
213.0,688.0,0.05
214.0,690.0,0.05
215.0,689.0,0.05
216.0,688.0,0.05
217.0,688.0,0.05
218.0,688.0,0.05
219.0,690.0,0.05
220.0,690.0,0.05
221.0,690.0,0.05
222.0,693.0,0.05
223.0,696.0,0.05
224.0,696.0,0.05
225.0,696.0,0.05
226.0,696.0,0.05
227.0,696.0,0.05
228.0,696.0,0.05
229.0,696.0,0.05
230.0,696.0,0.05
231.0,696.0,0.05
232.0,696.0,0.05
233.0,698.0,0.05
234.0,697.0,0.05
235.0,699.0,0.05
236.0,701.0,0.05
237.0,700.0,0.05
238.0,700.0,0.05
