mjd,mag,magerr
0.0,0.0,0.05
1.0,0.0,0.05
2.0,18.0,0.05
3.0,26.0,0.05
4.0,31.0,0.05
5.0,43.0,0.05
6.0,53.0,0.05
7.0,59.0,0.05
8.0,59.0,0.05
9.0,78.0,0.05
10.0,88.0,0.05
11.0,104.0,0.05
12.0,107.0,0.05
13.0,127.0,0.05
14.0,133.0,0.05
15.0,133.0,0.05
16.0,147.0,0.05
17.0,167.0,0.05
18.0,179.0,0.05
19.0,193.0,0.05
20.0,202.0,0.05
21.0,216.0,0.05
22.0,216.0,0.05
23.0,255.0,0.05
24.0,262.0,0.05
25.0,269.0,0.05
26.0,269.0,0.05
27.0,307.0,0.05
28.0,314.0,0.05
29.0,314.0,0.05
30.0,344.0,0.05
31.0,358.0,0.05
32.0,379.0,0.05
33.0,399.0,0.05
34.0,410.0,0.05
35.0,422.0,0.05
36.0,422.0,0.05
37.0,436.0,0.05
38.0,450.0,0.05
39.0,466.0,0.05
40.0,476.0,0.05
41.0,493.0,0.05
42.0,499.0,0.05
43.0,499.0,0.05
44.0,518.0,0.05
45.0,526.0,0.05
46.0,536.0,0.05
47.0,545.0,0.05
48.0,551.0,0.05
49.0,575.0,0.05
50.0,575.0,0.05
51.0,582.0,0.05
52.0,596.0,0.05
53.0,602.0,0.05
54.0,602.0,0.05
55.0,602.0,0.05
56.0,617.0,0.05
57.0,617.0,0.05
58.0,626.0,0.05
59.0,634.0,0.05
60.0,640.0,0.05
61.0,640.0,0.05
62.0,640.0,0.05
63.0,649.0,0.05
64.0,649.0,0.05
65.0,661.0,0.05
66.0,666.0,0.05
67.0,675.0,0.05
68.0,690.0,0.05
69.0,697.0,0.05
70.0,710.0,0.05
71.0,710.0,0.05
72.0,722.0,0.05
73.0,723.0,0.05
74.0,728.0,0.05
75.0,732.0,0.05
76.0,741.0,0.05
77.0,742.0,0.05
78.0,742.0,0.05
79.0,748.0,0.05
80.0,748.0,0.05
81.0,757.0,0.05
82.0,759.0,0.05
83.0,764.0,0.05
84.0,768.0,0.05
85.0,768.0,0.05
86.0,774.0,0.05
87.0,778.0,0.05
88.0,780.0,0.05
89.0,783.0,0.05
90.0,784.0,0.05
91.0,786.0,0.05
92.0,786.0,0.05
93.0,792.0,0.05
94.0,794.0,0.05
95.0,799.0,0.05
96.0,803.0,0.05
97.0,805.0,0.05
98.0,808.0,0.05
99.0,808.0,0.05
100.0,813.0,0.05
101.0,817.0,0.05
102.0,819.0,0.05
103.0,821.0,0.05
104.0,824.0,0.05
105.0,827.0,0.05
106.0,827.0,0.05
107.0,832.0,0.05
108.0,832.0,0.05
109.0,832.0,0.05
110.0,833.0,0.05
111.0,833.0,0.05
112.0,834.0,0.05
113.0,834.0,0.05
114.0,840.0,0.05
115.0,846.0,0.05
116.0,847.0,0.05
117.0,849.0,0.05
118.0,851.0,0.05
119.0,852.0,0.05
