mjd,mag,magerr
0.0,0.0,0.05
1.0,26.0,0.05
2.0,34.0,0.05
3.0,68.0,0.05
4.0,98.0,0.05
5.0,130.0,0.05
6.0,172.0,0.05
7.0,223.0,0.05
8.0,250.0,0.05
9.0,270.0,0.05
10.0,332.0,0.05
11.0,402.0,0.05
12.0,451.0,0.05
13.0,538.0,0.05
14.0,634.0,0.05
15.0,680.0,0.05
16.0,708.0,0.05
17.0,824.0,0.05
18.0,915.0,0.05
19.0,1009.0,0.05
20.0,1030.0,0.05
21.0,1152.0,0.05
22.0,1166.0,0.05
23.0,1249.0,0.05
24.0,1332.0,0.05
25.0,1455.0,0.05
26.0,1455.0,0.05
27.0,1555.0,0.05
28.0,1624.0,0.05
29.0,1698.0,0.05
30.0,1751.0,0.05
31.0,1806.0,0.05
32.0,2008.0,0.05
33.0,2075.0,0.05
34.0,2183.0,0.05
35.0,2299.0,0.05
36.0,2364.0,0.05
37.0,2434.0,0.05
38.0,2543.0,0.05
39.0,2635.0,0.05
40.0,2745.0,0.05
41.0,2888.0,0.05
42.0,2996.0,0.05
43.0,3064.0,0.05
44.0,3128.0,0.05
45.0,3178.0,0.05
46.0,3181.0,0.05
47.0,3339.0,0.05
48.0,3416.0,0.05
49.0,3444.0,0.05
50.0,3531.0,0.05
51.0,3626.0,0.05
52.0,3677.0,0.05
53.0,3781.0,0.05
54.0,3853.0,0.05
55.0,3853.0,0.05
56.0,3968.0,0.05
57.0,4009.0,0.05
58.0,4052.0,0.05
59.0,4117.0,0.05
60.0,4249.0,0.05
61.0,4330.0,0.05
62.0,4330.0,0.05
63.0,4455.0,0.05
64.0,4520.0,0.05
65.0,4581.0,0.05
66.0,4654.0,0.05
67.0,4757.0,0.05
68.0,4836.0,0.05
69.0,4937.0,0.05
70.0,5029.0,0.05
71.0,5064.0,0.05
72.0,5181.0,0.05
73.0,5250.0,0.05
74.0,5339.0,0.05
75.0,5419.0,0.05
76.0,5499.0,0.05
77.0,5583.0,0.05
78.0,5642.0,0.05
79.0,5693.0,0.05
80.0,5712.0,0.05
81.0,5729.0,0.05
82.0,5837.0,0.05
83.0,5869.0,0.05
84.0,5961.0,0.05
85.0,5982.0,0.05
86.0,6033.0,0.05
87.0,6070.0,0.05
88.0,6151.0,0.05
89.0,6199.0,0.05
90.0,6254.0,0.05
91.0,6289.0,0.05
