mjd,mag,magerr
0.0,0.0,0.05
1.0,3.0,0.05
2.0,5.0,0.05
3.0,7.0,0.05
4.0,9.0,0.05
5.0,10.0,0.05
6.0,12.0,0.05
7.0,12.0,0.05
8.0,64.0,0.05
9.0,69.0,0.05
10.0,66.0,0.05
11.0,82.0,0.05
12.0,92.0,0.05
13.0,99.0,0.05
14.0,104.0,0.05
15.0,149.0,0.05
16.0,192.0,0.05
17.0,193.0,0.05
18.0,207.0,0.05
19.0,215.0,0.05
20.0,223.0,0.05
21.0,230.0,0.05
22.0,244.0,0.05
23.0,251.0,0.05
24.0,308.0,0.05
25.0,318.0,0.05
26.0,318.0,0.05
27.0,325.0,0.05
28.0,337.0,0.05
29.0,340.0,0.05
30.0,342.0,0.05
31.0,359.0,0.05
32.0,376.0,0.05
33.0,385.0,0.05
34.0,400.0,0.05
35.0,476.0,0.05
36.0,479.0,0.05
37.0,481.0,0.05
38.0,477.0,0.05
39.0,487.0,0.05
40.0,493.0,0.05
41.0,496.0,0.05
42.0,508.0,0.05
43.0,513.0,0.05
44.0,519.0,0.05
45.0,529.0,0.05
46.0,545.0,0.05
47.0,546.0,0.05
48.0,564.0,0.05
49.0,582.0,0.05
50.0,602.0,0.05
51.0,608.0,0.05
52.0,622.0,0.05
53.0,654.0,0.05
54.0,672.0,0.05
55.0,672.0,0.05
56.0,700.0,0.05
57.0,722.0,0.05
58.0,734.0,0.05
59.0,756.0,0.05
60.0,773.0,0.05
61.0,794.0,0.05
62.0,794.0,0.05
63.0,814.0,0.05
64.0,832.0,0.05
65.0,839.0,0.05
66.0,849.0,0.05
67.0,854.0,0.05
68.0,859.0,0.05
69.0,866.0,0.05
70.0,868.0,0.05
71.0,873.0,0.05
72.0,875.0,0.05
73.0,879.0,0.05
74.0,885.0,0.05
75.0,889.0,0.05
76.0,894.0,0.05
77.0,907.0,0.05
78.0,914.0,0.05
79.0,916.0,0.05
80.0,918.0,0.05
81.0,923.0,0.05
82.0,926.0,0.05
83.0,934.0,0.05
84.0,938.0,0.05
85.0,940.0,0.05
86.0,940.0,0.05
87.0,941.0,0.05
88.0,944.0,0.05
89.0,944.0,0.05
90.0,946.0,0.05
91.0,949.0,0.05
92.0,957.0,0.05
93.0,962.0,0.05
94.0,962.0,0.05
95.0,965.0,0.05
96.0,969.0,0.05
97.0,975.0,0.05
98.0,977.0,0.05
99.0,979.0,0.05
100.0,980.0,0.05
101.0,982.0,0.05
102.0,982.0,0.05
103.0,984.0,0.05
104.0,984.0,0.05
105.0,986.0,0.05
106.0,988.0,0.05
107.0,988.0,0.05
108.0,988.0,0.05
109.0,989.0,0.05
110.0,991.0,0.05
111.0,991.0,0.05
112.0,992.0,0.05
113.0,994.0,0.05
114.0,995.0,0.05
115.0,996.0,0.05
116.0,997.0,0.05
117.0,998.0,0.05
118.0,998.0,0.05
119.0,998.0,0.05
120.0,998.0,0.05
121.0,998.0,0.05
122.0,998.0,0.05
123.0,998.0,0.05
124.0,999.0,0.05
125.0,1000.0,0.05
126.0,1000.0,0.05
127.0,1002.0,0.05
128.0,1002.0,0.05
129.0,1002.0,0.05
130.0,1003.0,0.05
131.0,1005.0,0.05
132.0,1005.0,0.05
133.0,1005.0,0.05
134.0,1005.0,0.05
135.0,1005.0,0.05
136.0,1005.0,0.05
137.0,1005.0,0.05
138.0,1005.0,0.05
139.0,1005.0,0.05
140.0,1005.0,0.05
141.0,1005.0,0.05
142.0,1005.0,0.05
143.0,1005.0,0.05
144.0,1009.0,0.05
145.0,1009.0,0.05
146.0,1009.0,0.05
147.0,1009.0,0.05
148.0,1009.0,0.05
149.0,1009.0,0.05
150.0,1009.0,0.05
151.0,1010.0,0.05
152.0,1010.0,0.05
153.0,1010.0,0.05
154.0,1010.0,0.05
155.0,1010.0,0.05
156.0,1010.0,0.05
157.0,1010.0,0.05
158.0,1015.0,0.05
159.0,1015.0,0.05
160.0,1015.0,0.05
161.0,1015.0,0.05
162.0,1015.0,0.05
163.0,1015.0,0.05
164.0,1015.0,0.05
165.0,1017.0,0.05
166.0,1017.0,0.05
167.0,1017.0,0.05
168.0,1017.0,0.05
169.0,1017.0,0.05
170.0,1017.0,0.05
171.0,1017.0,0.05
172.0,1017.0,0.05
173.0,1017.0,0.05
174.0,1017.0,0.05
175.0,1017.0,0.05
176.0,1017.0,0.05
177.0,1017.0,0.05
178.0,1017.0,0.05
179.0,1017.0,0.05
180.0,1017.0,0.05
181.0,1017.0,0.05
182.0,1017.0,0.05
183.0,1017.0,0.05
184.0,1017.0,0.05
185.0,1017.0,0.05
186.0,1018.0,0.05
187.0,1018.0,0.05
188.0,1018.0,0.05
189.0,1018.0,0.05
190.0,1018.0,0.05
191.0,1018.0,0.05
192.0,1018.0,0.05
193.0,1018.0,0.05
194.0,1018.0,0.05
195.0,1018.0,0.05
196.0,1018.0,0.05
197.0,1018.0,0.05
198.0,1018.0,0.05
199.0,1018.0,0.05
200.0,1016.0,0.05
201.0,1016.0,0.05
202.0,1016.0,0.05
203.0,1016.0,0.05
204.0,1016.0,0.05
205.0,1016.0,0.05
206.0,1016.0,0.05
207.0,1016.0,0.05
208.0,1016.0,0.05
209.0,1016.0,0.05
210.0,1016.0,0.05
211.0,1016.0,0.05
212.0,1016.0,0.05
213.0,1016.0,0.05
214.0,1020.0,0.05
215.0,1020.0,0.05
216.0,1020.0,0.05
217.0,1020.0,0.05
