mjd,mag,magerr
0.0,0.0,0.05
1.0,18.0,0.05
2.0,54.0,0.05
3.0,83.0,0.05
4.0,126.0,0.05
5.0,171.0,0.05
6.0,231.0,0.05
7.0,297.0,0.05
8.0,354.0,0.05
9.0,397.0,0.05
10.0,447.0,0.05
11.0,478.0,0.05
12.0,523.0,0.05
13.0,598.0,0.05
14.0,674.0,0.05
15.0,771.0,0.05
16.0,820.0,0.05
17.0,869.0,0.05
18.0,957.0,0.05
19.0,1048.0,0.05
20.0,1195.0,0.05
21.0,1278.0,0.05
22.0,1346.0,0.05
23.0,1414.0,0.05
24.0,1445.0,0.05
25.0,1530.0,0.05
26.0,1639.0,0.05
27.0,1700.0,0.05
28.0,1755.0,0.05
29.0,1809.0,0.05
30.0,1877.0,0.05
31.0,1924.0,0.05
32.0,2059.0,0.05
33.0,2160.0,0.05
34.0,2284.0,0.05
35.0,2392.0,0.05
36.0,2480.0,0.05
37.0,2529.0,0.05
38.0,2610.0,0.05
39.0,2707.0,0.05
40.0,2822.0,0.05
41.0,2895.0,0.05
42.0,3015.0,0.05
43.0,3080.0,0.05
44.0,3157.0,0.05
45.0,3249.0,0.05
46.0,3357.0,0.05
47.0,3470.0,0.05
48.0,3517.0,0.05
49.0,3579.0,0.05
50.0,3649.0,0.05
51.0,3670.0,0.05
52.0,3720.0,0.05
53.0,3777.0,0.05
54.0,3905.0,0.05
55.0,3964.0,0.05
56.0,3998.0,0.05
57.0,4020.0,0.05
58.0,4042.0,0.05
59.0,4095.0,0.05
60.0,4162.0,0.05
61.0,4280.0,0.05
62.0,4337.0,0.05
63.0,4365.0,0.05
64.0,4419.0,0.05
65.0,4451.0,0.05
66.0,4468.0,0.05
67.0,4664.0,0.05
68.0,4775.0,0.05
69.0,4856.0,0.05
70.0,4962.0,0.05
71.0,5022.0,0.05
72.0,5069.0,0.05
73.0,5121.0,0.05
74.0,5184.0,0.05
75.0,5263.0,0.05
76.0,5328.0,0.05
77.0,5407.0,0.05
78.0,5461.0,0.05
79.0,5486.0,0.05
80.0,5581.0,0.05
81.0,5607.0,0.05
82.0,5680.0,0.05
83.0,5714.0,0.05
84.0,5741.0,0.05
85.0,5777.0,0.05
86.0,5795.0,0.05
87.0,5818.0,0.05
88.0,5849.0,0.05
89.0,5909.0,0.05
90.0,5941.0,0.05
91.0,5973.0,0.05
92.0,6020.0,0.05
93.0,6054.0,0.05
94.0,6088.0,0.05
95.0,6100.0,0.05
96.0,6127.0,0.05
97.0,6138.0,0.05
98.0,6188.0,0.05
99.0,6207.0,0.05
100.0,6219.0,0.05
101.0,6230.0,0.05
102.0,6253.0,0.05
103.0,6297.0,0.05
104.0,6315.0,0.05
