mjd,mag,magerr
0.0,0.0,0.05
1.0,4.0,0.05
2.0,8.0,0.05
3.0,11.0,0.05
4.0,12.0,0.05
5.0,15.0,0.05
6.0,19.0,0.05
7.0,19.0,0.05
8.0,19.0,0.05
9.0,31.0,0.05
10.0,37.0,0.05
11.0,37.0,0.05
12.0,48.0,0.05
13.0,54.0,0.05
14.0,54.0,0.05
15.0,61.0,0.05
16.0,64.0,0.05
17.0,72.0,0.05
18.0,79.0,0.05
19.0,87.0,0.05
20.0,95.0,0.05
21.0,101.0,0.05
22.0,114.0,0.05
23.0,125.0,0.05
24.0,131.0,0.05
25.0,139.0,0.05
26.0,140.0,0.05
27.0,141.0,0.05
28.0,167.0,0.05
29.0,170.0,0.05
30.0,181.0,0.05
31.0,190.0,0.05
32.0,198.0,0.05
33.0,210.0,0.05
34.0,227.0,0.05
35.0,231.0,0.05
36.0,239.0,0.05
37.0,253.0,0.05
38.0,267.0,0.05
39.0,271.0,0.05
40.0,275.0,0.05
41.0,281.0,0.05
42.0,290.0,0.05
43.0,293.0,0.05
44.0,312.0,0.05
45.0,325.0,0.05
46.0,335.0,0.05
47.0,346.0,0.05
48.0,365.0,0.05
49.0,380.0,0.05
50.0,393.0,0.05
51.0,401.0,0.05
52.0,419.0,0.05
53.0,431.0,0.05
54.0,438.0,0.05
55.0,460.0,0.05
56.0,464.0,0.05
57.0,464.0,0.05
58.0,478.0,0.05
59.0,500.0,0.05
60.0,514.0,0.05
61.0,570.0,0.05
62.0,570.0,0.05
63.0,570.0,0.05
64.0,570.0,0.05
65.0,570.0,0.05
66.0,660.0,0.05
67.0,660.0,0.05
68.0,673.0,0.05
69.0,1153.0,0.05
70.0,1153.0,0.05
71.0,1153.0,0.05
72.0,1153.0,0.05
73.0,1167.0,0.05
74.0,1188.0,0.05
75.0,1194.0,0.05
76.0,1202.0,0.05
77.0,1224.0,0.05
78.0,766.0,0.05
79.0,766.0,0.05
80.0,783.0,0.05
81.0,785.0,0.05
82.0,804.0,0.05
83.0,804.0,0.05
84.0,817.0,0.05
85.0,817.0,0.05
86.0,817.0,0.05
87.0,817.0,0.05
88.0,853.0,0.05
89.0,820.0,0.05
90.0,868.0,0.05
91.0,872.0,0.05
92.0,872.0,0.05
93.0,872.0,0.05
94.0,885.0,0.05
95.0,885.0,0.05
96.0,895.0,0.05
97.0,903.0,0.05
98.0,911.0,0.05
99.0,911.0,0.05
100.0,911.0,0.05
101.0,911.0,0.05
102.0,916.0,0.05
103.0,918.0,0.05
104.0,925.0,0.05
105.0,926.0,0.05
106.0,926.0,0.05
107.0,926.0,0.05
108.0,926.0,0.05
109.0,926.0,0.05
110.0,926.0,0.05
111.0,933.0,0.05
112.0,939.0,0.05
113.0,939.0,0.05
114.0,939.0,0.05
115.0,959.0,0.05
116.0,961.0,0.05
117.0,962.0,0.05
118.0,962.0,0.05
119.0,968.0,0.05
120.0,968.0,0.05
121.0,968.0,0.05
122.0,972.0,0.05
123.0,972.0,0.05
124.0,975.0,0.05
125.0,976.0,0.05
126.0,976.0,0.05
127.0,976.0,0.05
128.0,976.0,0.05
129.0,991.0,0.05
130.0,991.0,0.05
131.0,997.0,0.05
132.0,997.0,0.05
133.0,997.0,0.05
134.0,997.0,0.05
135.0,997.0,0.05
136.0,1012.0,0.05
137.0,1015.0,0.05
138.0,1019.0,0.05
139.0,1022.0,0.05
140.0,1024.0,0.05
141.0,1024.0,0.05
142.0,1022.0,0.05
143.0,1026.0,0.05
144.0,1026.0,0.05
145.0,1031.0,0.05
146.0,1031.0,0.05
147.0,1031.0,0.05
148.0,1031.0,0.05
149.0,1031.0,0.05
150.0,1031.0,0.05
151.0,1038.0,0.05
152.0,1043.0,0.05
153.0,1049.0,0.05
154.0,1049.0,0.05
155.0,1049.0,0.05
156.0,1049.0,0.05
157.0,1055.0,0.05
158.0,1055.0,0.05
159.0,1055.0,0.05
160.0,1055.0,0.05
161.0,1061.0,0.05
162.0,1061.0,0.05
163.0,1061.0,0.05
164.0,1061.0,0.05
165.0,1061.0,0.05
166.0,1061.0,0.05
167.0,1078.0,0.05
168.0,1078.0,0.05
169.0,1078.0,0.05
170.0,1078.0,0.05
171.0,1078.0,0.05
172.0,1088.0,0.05
173.0,1089.0,0.05
174.0,1089.0,0.05
175.0,1089.0,0.05
176.0,1089.0,0.05
177.0,1089.0,0.05
178.0,1096.0,0.05
179.0,1096.0,0.05
180.0,1096.0,0.05
181.0,1098.0,0.05
182.0,1098.0,0.05
183.0,1098.0,0.05
184.0,1098.0,0.05
185.0,1102.0,0.05
186.0,1102.0,0.05
187.0,1102.0,0.05
188.0,1109.0,0.05
189.0,1109.0,0.05
190.0,1109.0,0.05
191.0,1109.0,0.05
192.0,1110.0,0.05
193.0,1110.0,0.05
194.0,1110.0,0.05
195.0,1110.0,0.05
196.0,1110.0,0.05
197.0,1110.0,0.05
198.0,1110.0,0.05
199.0,1110.0,0.05
200.0,1110.0,0.05
201.0,1110.0,0.05
202.0,1059.0,0.05
203.0,1059.0,0.05
204.0,1059.0,0.05
205.0,1059.0,0.05
206.0,1059.0,0.05
207.0,1059.0,0.05
208.0,1059.0,0.05
209.0,1059.0,0.05
210.0,1059.0,0.05
211.0,1059.0,0.05
212.0,1059.0,0.05
213.0,1059.0,0.05
