mjd,mag,magerr
0.0,0.0,0.05
1.0,0.0,0.05
2.0,59.0,0.05
3.0,88.0,0.05
4.0,97.0,0.05
5.0,120.0,0.05
6.0,141.0,0.05
7.0,141.0,0.05
8.0,141.0,0.05
9.0,216.0,0.05
10.0,246.0,0.05
11.0,269.0,0.05
12.0,307.0,0.05
13.0,368.0,0.05
14.0,368.0,0.05
15.0,368.0,0.05
16.0,482.0,0.05
17.0,531.0,0.05
18.0,590.0,0.05
19.0,649.0,0.05
20.0,692.0,0.05
21.0,692.0,0.05
22.0,692.0,0.05
23.0,844.0,0.05
24.0,873.0,0.05
25.0,910.0,0.05
26.0,910.0,0.05
27.0,999.0,0.05
28.0,999.0,0.05
29.0,999.0,0.05
30.0,1144.0,0.05
31.0,1167.0,0.05
32.0,1213.0,0.05
33.0,1333.0,0.05
34.0,1368.0,0.05
35.0,1368.0,0.05
36.0,1368.0,0.05
37.0,1657.0,0.05
38.0,1722.0,0.05
39.0,1821.0,0.05
40.0,1897.0,0.05
41.0,1958.0,0.05
42.0,1958.0,0.05
43.0,1958.0,0.05
44.0,2266.0,0.05
45.0,2322.0,0.05
46.0,2452.0,0.05
47.0,2529.0,0.05
48.0,2684.0,0.05
49.0,2684.0,0.05
50.0,2684.0,0.05
51.0,2890.0,0.05
52.0,2956.0,0.05
53.0,3048.0,0.05
54.0,3122.0,0.05
55.0,3122.0,0.05
56.0,3122.0,0.05
57.0,3122.0,0.05
58.0,3495.0,0.05
59.0,3520.0,0.05
60.0,3597.0,0.05
61.0,3671.0,0.05
62.0,3671.0,0.05
63.0,3871.0,0.05
64.0,3871.0,0.05
65.0,4086.0,0.05
66.0,4207.0,0.05
67.0,4375.0,0.05
68.0,4535.0,0.05
69.0,4703.0,0.05
70.0,4703.0,0.05
71.0,4703.0,0.05
72.0,5119.0,0.05
73.0,5263.0,0.05
74.0,5380.0,0.05
75.0,5410.0,0.05
76.0,5482.0,0.05
77.0,5482.0,0.05
78.0,5482.0,0.05
79.0,5856.0,0.05
80.0,5933.0,0.05
81.0,6011.0,0.05
82.0,6065.0,0.05
83.0,6173.0,0.05
84.0,6173.0,0.05
85.0,6173.0,0.05
86.0,6465.0,0.05
87.0,6517.0,0.05
88.0,6603.0,0.05
89.0,6667.0,0.05
90.0,6731.0,0.05
91.0,6731.0,0.05
92.0,6731.0,0.05
93.0,6906.0,0.05
94.0,6992.0,0.05
95.0,7006.0,0.05
96.0,7060.0,0.05
97.0,7102.0,0.05
98.0,7102.0,0.05
99.0,7102.0,0.05
100.0,7287.0,0.05
101.0,7314.0,0.05
102.0,7327.0,0.05
103.0,7365.0,0.05
104.0,7396.0,0.05
105.0,7396.0,0.05
106.0,7396.0,0.05
107.0,7475.0,0.05
108.0,7494.0,0.05
109.0,7505.0,0.05
110.0,7507.0,0.05
111.0,7559.0,0.05
112.0,7559.0,0.05
